2022-09-30 17:02:45,729	INFO trainable.py:160 -- Trainable.setup took 24.909 seconds. If your trainable is slow to initialize, consider setting reuse_actors=True to reduce actor creation overheads.
2022-09-30 17:02:45,730	WARNING util.py:65 -- Install gputil for GPU system monitoring.
Main trainign step 0
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931471824645996, 'policy_loss': 36.99603271484375, 'vf_loss': 179.7366180419922, 'total_loss': 126.79502868652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8804240226745605, 'policy_loss': 24.81416130065918, 'vf_loss': 107.67757415771484, 'total_loss': 78.58414459228516}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8522629737854, 'policy_loss': 32.55904006958008, 'vf_loss': 164.1552734375, 'total_loss': 114.56815338134766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.886677265167236, 'policy_loss': 27.44369888305664, 'vf_loss': 110.83015441894531, 'total_loss': 82.78990936279297}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919486045837402, 'policy_loss': -37.591983795166016, 'vf_loss': 203.522216796875, 'total_loss': 64.09992980957031}}}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.874870300292969, 'policy_loss': 29.237789154052734, 'vf_loss': 137.43429565429688, 'total_loss': 97.88619232177734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.873584270477295, 'policy_loss': 31.450664520263672, 'vf_loss': 127.23161315917969, 'total_loss': 94.99773406982422}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8640618324279785, 'policy_loss': 16.442886352539062, 'vf_loss': 152.25152587890625, 'total_loss': 92.50000762939453}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.881196975708008, 'policy_loss': -30.797616958618164, 'vf_loss': 210.59336853027344, 'total_loss': 74.43025970458984}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.86264181137085, 'policy_loss': 30.216873168945312, 'vf_loss': 132.22787475585938, 'total_loss': 96.2621841430664}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.872519493103027, 'policy_loss': -18.570199966430664, 'vf_loss': 197.53195190429688, 'total_loss': 80.1270523071289}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.839602947235107, 'policy_loss': 33.11885452270508, 'vf_loss': 139.92025756835938, 'total_loss': 103.01058197021484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.84333610534668, 'policy_loss': -47.66742706298828, 'vf_loss': 264.04327392578125, 'total_loss': 84.28577423095703}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.807849407196045, 'policy_loss': 29.81686782836914, 'vf_loss': 110.42448425292969, 'total_loss': 84.9610366821289}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.827515602111816, 'policy_loss': 23.666685104370117, 'vf_loss': 109.68755340576172, 'total_loss': 78.44218444824219}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.863905429840088, 'policy_loss': 36.554954528808594, 'vf_loss': 163.5381317138672, 'total_loss': 118.25537872314453}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.864620208740234, 'policy_loss': 33.391021728515625, 'vf_loss': 143.42416381835938, 'total_loss': 105.03445434570312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.853738307952881, 'policy_loss': -2.5660250186920166, 'vf_loss': 196.1523895263672, 'total_loss': 95.44163513183594}
No gradient information.s
training epoch 6 100 70.0 24.11
Main trainign step 7
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.846981525421143, 'policy_loss': 33.349754333496094, 'vf_loss': 140.1856231689453, 'total_loss': 103.37409973144531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.894730567932129, 'policy_loss': -41.800601959228516, 'vf_loss': 227.90255737304688, 'total_loss': 72.08173370361328}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902410507202148, 'policy_loss': -38.57118225097656, 'vf_loss': 216.1461639404297, 'total_loss': 69.43287658691406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.451725006103516, 'policy_loss': 24.440719604492188, 'vf_loss': 72.68885040283203, 'total_loss': 60.72062683105469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.791675567626953, 'policy_loss': 11.710137367248535, 'vf_loss': 102.23692321777344, 'total_loss': 62.76068115234375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.871252536773682, 'policy_loss': 31.4268856048584, 'vf_loss': 157.82183837890625, 'total_loss': 110.26909637451172}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902892112731934, 'policy_loss': 27.938579559326172, 'vf_loss': 104.69644165039062, 'total_loss': 80.2177734375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920427322387695, 'policy_loss': 35.769107818603516, 'vf_loss': 169.79286193847656, 'total_loss': 120.5963363647461}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.911909580230713, 'policy_loss': -48.49522399902344, 'vf_loss': 271.1454772949219, 'total_loss': 87.00839233398438}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.898176193237305, 'policy_loss': 33.266326904296875, 'vf_loss': 142.21646118164062, 'total_loss': 104.30557250976562}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.912331581115723, 'policy_loss': 31.629423141479492, 'vf_loss': 139.43948364257812, 'total_loss': 101.28004455566406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919816017150879, 'policy_loss': 32.77803421020508, 'vf_loss': 144.82017517089844, 'total_loss': 105.11892700195312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.911981582641602, 'policy_loss': 33.47905349731445, 'vf_loss': 138.89813232421875, 'total_loss': 102.85899353027344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.898341655731201, 'policy_loss': 33.47711944580078, 'vf_loss': 148.30323791503906, 'total_loss': 107.55975341796875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9157304763793945, 'policy_loss': -41.95396423339844, 'vf_loss': 229.5913848876953, 'total_loss': 72.77256774902344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.914413928985596, 'policy_loss': 30.05939483642578, 'vf_loss': 125.932373046875, 'total_loss': 92.95643615722656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9047675132751465, 'policy_loss': 24.540010452270508, 'vf_loss': 98.6240234375, 'total_loss': 73.78297424316406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902385711669922, 'policy_loss': 31.089563369750977, 'vf_loss': 157.00839233398438, 'total_loss': 109.52473449707031}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923483848571777, 'policy_loss': 32.19111633300781, 'vf_loss': 140.49703979492188, 'total_loss': 102.37039947509766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925010681152344, 'policy_loss': -46.17299270629883, 'vf_loss': 262.3927001953125, 'total_loss': 84.95410919189453}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930412769317627, 'policy_loss': 32.7335319519043, 'vf_loss': 139.83401489257812, 'total_loss': 102.58123779296875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9304986000061035, 'policy_loss': 32.49537658691406, 'vf_loss': 138.48562622070312, 'total_loss': 101.66888427734375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930045127868652, 'policy_loss': 26.896278381347656, 'vf_loss': 101.46337890625, 'total_loss': 77.55867004394531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.633544921875, 'policy_loss': -19.271299362182617, 'vf_loss': 68.82759094238281, 'total_loss': 15.076160430908203}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.771366596221924, 'policy_loss': 38.633235931396484, 'vf_loss': 199.49041748046875, 'total_loss': 138.31072998046875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927458763122559, 'policy_loss': 28.680461883544922, 'vf_loss': 117.94464874267578, 'total_loss': 87.58351135253906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92044734954834, 'policy_loss': 29.25458526611328, 'vf_loss': 115.0870361328125, 'total_loss': 86.72889709472656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.884571552276611, 'policy_loss': 36.271114349365234, 'vf_loss': 156.69349670410156, 'total_loss': 114.54901123046875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.837005615234375, 'policy_loss': -27.435970306396484, 'vf_loss': 135.82960510253906, 'total_loss': 40.41046142578125}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925151824951172, 'policy_loss': 32.01622772216797, 'vf_loss': 134.3057861328125, 'total_loss': 99.09986877441406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.913135528564453, 'policy_loss': 27.115610122680664, 'vf_loss': 101.18832397460938, 'total_loss': 77.64064025878906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.879875183105469, 'policy_loss': -15.057768821716309, 'vf_loss': 185.58909606933594, 'total_loss': 77.66797637939453}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.917799472808838, 'policy_loss': 32.791656494140625, 'vf_loss': 147.0165252685547, 'total_loss': 106.23074340820312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927948951721191, 'policy_loss': -23.84452247619629, 'vf_loss': 257.44219970703125, 'total_loss': 104.80729675292969}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.89823055267334, 'policy_loss': 25.718524932861328, 'vf_loss': 88.21247863769531, 'total_loss': 69.75578308105469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.5194573402404785, 'policy_loss': -7.679537773132324, 'vf_loss': 67.44776153564453, 'total_loss': 25.97914695739746}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.829762935638428, 'policy_loss': 25.720420837402344, 'vf_loss': 105.71915435791016, 'total_loss': 78.51170349121094}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.913132190704346, 'policy_loss': 33.97534942626953, 'vf_loss': 153.37014770507812, 'total_loss': 110.59129333496094}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919793128967285, 'policy_loss': 3.792954921722412, 'vf_loss': 176.86354064941406, 'total_loss': 92.15552520751953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928418159484863, 'policy_loss': 32.082698822021484, 'vf_loss': 145.41319274902344, 'total_loss': 104.72000885009766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926008224487305, 'policy_loss': 30.839710235595703, 'vf_loss': 130.46090698242188, 'total_loss': 96.00090026855469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902584075927734, 'policy_loss': -44.99566650390625, 'vf_loss': 242.6320037841797, 'total_loss': 76.25131225585938}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.857288360595703, 'policy_loss': 36.75249481201172, 'vf_loss': 174.15394592285156, 'total_loss': 123.76089477539062}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.734755992889404, 'policy_loss': -40.18718719482422, 'vf_loss': 157.71798706054688, 'total_loss': 38.60445785522461}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.889095783233643, 'policy_loss': 13.6292724609375, 'vf_loss': 38.27007293701172, 'total_loss': 32.69541931152344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.699073791503906, 'policy_loss': -26.547168731689453, 'vf_loss': 168.2122039794922, 'total_loss': 57.491943359375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9233222007751465, 'policy_loss': 27.82283592224121, 'vf_loss': 108.93115234375, 'total_loss': 82.21917724609375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.916108131408691, 'policy_loss': -39.43730163574219, 'vf_loss': 256.472412109375, 'total_loss': 88.72974395751953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919575214385986, 'policy_loss': 32.431427001953125, 'vf_loss': 137.8916778564453, 'total_loss': 101.30806732177734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8294997215271, 'policy_loss': 16.631736755371094, 'vf_loss': 43.36061477661133, 'total_loss': 38.24374771118164}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.7728095054626465, 'policy_loss': 31.915010452270508, 'vf_loss': 212.9758758544922, 'total_loss': 138.33522033691406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9076104164123535, 'policy_loss': 18.76284408569336, 'vf_loss': 164.61962890625, 'total_loss': 101.00358581542969}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918239116668701, 'policy_loss': 32.39030838012695, 'vf_loss': 138.96246337890625, 'total_loss': 101.80235290527344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9185709953308105, 'policy_loss': 32.41813278198242, 'vf_loss': 139.695556640625, 'total_loss': 102.19673156738281}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.905645370483398, 'policy_loss': 32.77137756347656, 'vf_loss': 131.8915252685547, 'total_loss': 98.64808654785156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.865380764007568, 'policy_loss': 34.46753692626953, 'vf_loss': 170.2554473876953, 'total_loss': 119.52660369873047}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 29.367141723632812, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.844610214233398, 'policy_loss': 3.408980131149292, 'vf_loss': 17.817842483520508, 'total_loss': 12.249455451965332}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.844901084899902, 'policy_loss': 24.47589683532715, 'vf_loss': 124.72856903076172, 'total_loss': 86.771728515625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.70020055770874, 'policy_loss': -1.8353602886199951, 'vf_loss': 11.337713241577148, 'total_loss': 3.7664942741394043}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.645474433898926, 'policy_loss': 8.292141914367676, 'vf_loss': 83.50542449951172, 'total_loss': 49.978397369384766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.904324054718018, 'policy_loss': 32.42657470703125, 'vf_loss': 137.83712768554688, 'total_loss': 101.27609252929688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.908758640289307, 'policy_loss': -45.856204986572266, 'vf_loss': 287.16802978515625, 'total_loss': 97.65872955322266}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.471348762512207, 'policy_loss': -34.08357620239258, 'vf_loss': 92.29485321044922, 'total_loss': 11.999136924743652}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.872257232666016, 'policy_loss': 33.555564880371094, 'vf_loss': 150.4954376220703, 'total_loss': 108.73455810546875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.865502834320068, 'policy_loss': 29.7612247467041, 'vf_loss': 127.24408721923828, 'total_loss': 93.31461334228516}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.738193511962891, 'policy_loss': -18.26634407043457, 'vf_loss': 161.3626251220703, 'total_loss': 62.34758758544922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.905405044555664, 'policy_loss': 33.61830520629883, 'vf_loss': 141.1377716064453, 'total_loss': 104.1181411743164}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.870853900909424, 'policy_loss': -2.596127986907959, 'vf_loss': 232.86825561523438, 'total_loss': 113.769287109375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.891596794128418, 'policy_loss': 32.28549575805664, 'vf_loss': 139.3462371826172, 'total_loss': 101.88970184326172}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.916144371032715, 'policy_loss': 32.455482482910156, 'vf_loss': 148.71987915039062, 'total_loss': 106.74626159667969}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.910087585449219, 'policy_loss': -15.49884033203125, 'vf_loss': 220.04124450683594, 'total_loss': 94.45268249511719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902116775512695, 'policy_loss': 23.77351188659668, 'vf_loss': 76.22731018066406, 'total_loss': 61.81814956665039}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.879119396209717, 'policy_loss': 18.898954391479492, 'vf_loss': 156.49493408203125, 'total_loss': 97.07762908935547}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8952531814575195, 'policy_loss': 25.382532119750977, 'vf_loss': 92.47161865234375, 'total_loss': 71.54938507080078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.485892295837402, 'policy_loss': -32.052101135253906, 'vf_loss': 117.53692626953125, 'total_loss': 26.65150260925293}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.905402660369873, 'policy_loss': 32.447547912597656, 'vf_loss': 138.1492462158203, 'total_loss': 101.45311737060547}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.907155990600586, 'policy_loss': 29.46616554260254, 'vf_loss': 115.45516967773438, 'total_loss': 87.12467956542969}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919022560119629, 'policy_loss': 32.60367965698242, 'vf_loss': 139.69883728027344, 'total_loss': 102.38390350341797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.916463851928711, 'policy_loss': -39.10123062133789, 'vf_loss': 281.328857421875, 'total_loss': 101.49403381347656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8463921546936035, 'policy_loss': 34.200157165527344, 'vf_loss': 151.02378845214844, 'total_loss': 109.64358520507812}
